SMILES,active_label
NC1=C2C(SC3=CC=CC(Cl)=C3)=NN(CC3CCNCC3(F)F)C2=NC=N1,0
OC1(CCN(CCCC(=O)C2=CC=C([19F])C=C2)CC1)C1=CC=C(Cl)C=C1,0
O[Si]1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=CC(=C1)C(F)(F)F,0
FC1=CC(=CN=C1)C1=CC=C(NC(=O)CN2CCCC3=C2C(=O)N(C2CC2)C3=O)N=N1,0
FC(F)(F)CNC(=O)C1=CC=C(C=C1)C1=C2C(NCC3=CC=CC=N3)=NC(=NC2=CC=C1)C1=CN=CN=C1,0
FC(F)(F)C1=CC(=CC(COC(=O)N2C[C@H]3[C@H](CNC(=O)C4=CC=C5NN=NC5=C4)[C@H]3C2)=C1)C(F)(F)F,0
[O-][N+](=O)C1=CN=C(N1)C(=O)NCC1=CC=C(F)C=C1,0
OC1=NN2C=CC=CC2=C1C(=O)NC1=C(F)C(F)=C(C2=CC=CC=C2)C(F)=C1F,0
OC1(CCN(CC1)C(=O)NC1=CC(F)=CC(=C1)C(F)(F)F)C1=CC=C(Br)C=C1,0
FC1=CC(=CC(NC(=O)C2=C3OCCOC3=C3NC(NC4=C(F)C=CC=C4Cl)=NC3=C2)=C1)C(F)(F)F,0
FC1=CC(NC(=O)C2=C3OCCOC3=C3NC(NC4=C(F)C=CC=C4Cl)=NC3=C2)=CC=C1C#CC1CC1,0
O[C@H]1CCN(C1)C1=NC=C(C=C1C1=CN=CN=C1)C(=O)NC1=CC=C(OC(F)(F)F)C=C1,0
FC1=CC=C(COC2=CC=C(C=C2C(=O)NC2=CC=CN=C2)C(F)(F)F)C=C1,0
OC(=O)CC[C@H]1CCC2=CC(=CC=C2O1)C1=CC(OC(F)(F)F)=CC=C1F,0
OC(=O)CC[C@H]1CCC2=CC(=CC=C2O1)C1=CC(OC2CCC2)=CC(F)=C1F,0
OC(=O)CC[C@H]1CCC2=CC(=CC=C2O1)C1=NC(OC2CCC2)=CC=C1F,0
OC(=O)CN1C2=C(CN(CC2)C(=O)C2=CC=CC(Cl)=C2)C2=CC(F)=CC(Cl)=C12,0
OC(=O)C1=CC(F)=C2N=C(SC2=C1)N1C2CCC1CC(C2)OCC1=C(ON=C1C1=CC=CC=C1OC(F)(F)F)C1CC1,0
FCCCOC1=C(C=C2NC(=O)CC(=NC2=C1)C1=CC=CC(=C1)N1C=CN=C1)C(F)(F)F,0
FC1=CC=C(C(F)=C1)S(=O)(=O)NC1=CC(=CN=C1)C1=CC=C(S1)C1=CC=C2NC(=O)CC2=C1,0
FC1=CC=C(C(F)=C1)S(=O)(=O)NC1=CC(=CN=C1)C1=CC=C(S1)C1=CC=C2CNC(=O)C2=C1,0
OC1=C2C(=O)N(CC3=CC=C(F)C(Cl)=C3)CCC2=C2N(C1=O)[C@@]1(CC[C@H]3C[C@@H]13)NC2=O,0
OC1=C2C(=O)N(CC3=CC=C(F)C(Cl)=C3)CCC2=C2N(C1=O)C1(CCC3CC13)N(CCN1C(=O)CCC1=O)C2=O,0
OC1=C2C(=O)N(CC3=CC=C(F)C(Cl)=C3)CCC2=C2N([C@@H](C3CC3)N(C3CC3)C2=O)C1=O,0
OCC1=NC2=CC(=CC=C2S1)S(=O)(=O)NC1=CC=C(C=C1)C(F)(F)F,0
OC1=C2N=CC=CC2=C(C=C1F)S(=O)(=O)C1CCCC1,1
OC1=C2N=CC=CC2=C(C=C1F)S(=O)(=O)N1CCCC1,1
OC1=C2N=CC=CC2=C(C=C1F)S(=O)(=O)C1=CC=C(F)C=C1,1
O[C@H]1C2=C(CC1(F)F)C(OC1=CN=CC(Cl)=C1)=CC=C2S(=O)(=O)C(F)F,0
O[C@H]1CNCCC[C@@H]1N1C2=C(C=C(C=C2)C(F)(F)F)C2=C1C=CC(=C2)C(F)(F)F,0
CNN1C=C(C([O-])=O)C(=O)C2=C1C=C(N1CC[NH+](C)CC1)C(F)=C2,1
CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC1=C(F)C=CC=C1F,0
FC1=CC=C(C=C1)C(NC(=O)CC1CCN(CC2=CN(C=C2)C2=CC=C(C=N2)C(F)(F)F)CC1)C1=CC=C(F)C=C1,0
FC1=CC=C(C=C1)C(NC(=O)CC1CCN(CC2=CN(C=C2)C2=CC=C(C=C2)C(F)(F)F)CC1)C1=CC=CN=C1,0
COC1=CC(NC2=NC=C(C)S2)=NC(N[C@@H](C)C2=NC=C(F)C=N2)=N1,0
C[C@H](NC1=NC(NC2=NC=C(S2)C#N)=CC(=N1)N1CCOCC1)C1=NC=C(F)C=N1,0
FC1=CC=C(C=C1)C(CC1=CC=CC=C1OC(F)(F)F)N1CCNCC1,0
C[C@]1(CCCN1C1=NN2C=CC=C2C(NC2=CC(=NN2)C2CC2)=N1)C(=O)NC1=CC=C(F)N=C1,0
FC(F)OC1=CC=CC=C1CC(N1CCNCC1)C1=CC=CC=C1,0
C[C@H](NC1=NC(NC2=NC=C(C)S2)=CC(=N1)N1CCOCC1)C1=CC=C(F)C=N1,0
FC1=CC=C(C=C1)C(NC(=O)CN1CCN(CC2=CN(C=C2)C2=CC=C(C=N2)C(F)(F)F)CC1)C1=CC=C(F)C=C1,0
FC1=CC(CNC(=O)NC2CCN(CC3=CN(C=C3)C3=CC=C(C=C3)C(F)(F)F)CC2)=CC=C1,0
C[C@H](NC1=NC(NC2=NC=C(C)S2)=CC(=N1)N1CCOCC1)C1=NC=C(F)C=N1,0
FC(F)(F)C1=CC=C(C=C1)N1C=CC(CN2CCC(CC(=O)NC(C3=CC=NC=C3)C3=CC=C(Cl)C=C3)CC2)=C1,0
NC(=O)C1=C(F)C=CC(OCC2=NC3=CC(Cl)=CC=C3S2)=C1F,0
C[C@H](NC1=NC(NC2=NNC(C)=C2)=CN=C1)C1=NC=C(F)C=N1,0
C[C@H](NC1=NC(NC2=NC=C(S2)C#N)=CC(=N1)N1CCOCC1)C1=CC=C(F)C=N1,0
NC(=O)C1=C(F)C=CC(OCC2=NC3=NC=C(Cl)C=C3S2)=C1F,0
CN1C2=C(C=NN2C2=C(F)C=CC=C2F)C=C(C1=O)C1=CC(=CC=C1C)C(=O)NC1CC1,0
C[C@H](NC1=NC(NC2=NC=C(C)S2)=CN=C1)C1=NC=C(F)C=N1,0
C[C@H](NC1=NC(NC2=NC=C(C)S2)=CC(=N1)N1CCN(C)CC1)C1=CC=C(F)C=N1,0
C[NH+](C)CCC1=C(CC2=NN=CC=C2)C2=C(C1)C=C(F)C=C2,0
COCC1=C(N=C(C(C)C)C(C=CC(O)CC(O)CC([O-])=O)=C1C1=CC=C(F)C=C1)C(C)C,0
COC1=CC=C(C=C1)N1C=C(C([O-])=O)C(=O)C2=C1C=C(N1CC[NH2+]CC1)C(F)=C2,1
COC1=CC=CC(=C1)N1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,1
COC1=CC=CC=C1N1C=C(C([O-])=O)C(=O)C2=C1C=C(N1CC[NH2+]CC1)C(F)=C2,1
COC1=C(OCCCN2CCCC2CO)C=C2N=CN=C(NC3=NNC(CC(=O)NC4=C(F)C(F)=CC=C4)=C3)C2=C1,0
[O-]C(=O)C1=CN(C2=CC=C(C=C2)C(F)(F)F)C2=C(C=C(F)C(=C2)N2CC[NH2+]CC2)C1=O,1
OC(=O)C1=CN(C2=CC=C(C=C2)[N+]([O-])=O)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,1
[O-]C(=O)C1=CN(C2=CC(F)=CC=C2)C2=C(C=C(F)C(=C2)N2CC[NH2+]CC2)C1=O,1
OC1=CC=CC(=C1)N1C=C(C([O-])=O)C(=O)C2=C1C=C(N1CC[NH2+]CC1)C(F)=C2,1
OC(=O)C1=CN(C2=CC=CC(=C2)C(F)(F)F)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,1
[O-]C(=O)C1=CN(C2=CC=CC=C2C(F)(F)F)C2=C(C=C(F)C(=C2)N2CC[NH2+]CC2)C1=O,1
CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,0
CC(C)C1=NN=C(C)N1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,1
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,1
COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2OCC(F)(F)F)=N1,0
CCCC1(CCCN1)C(=O)C1=CC(F)=C2NC=CC2=C1,1
CCS(=O)(=O)N1C[C@@H]([C@H](C1)C(O)=NC1=CC=C(C=C1F)N1C=CC=CC1=O)C(O)=NC1=CC=C(Cl)C=N1,0
OC(=NC1=CC=C(Cl)C=N1)[C@H]1CN(CC(F)F)C[C@@H]1C(O)=NC1=CC=C(C=C1F)N1C=CC=CC1=O,1
COC(=O)N1C[C@@H]([C@H](C1)C(O)=NC1=CC=C(C=C1F)N1C=CC=CC1=O)C(O)=NC1=CC=C(Cl)C=N1,0
CC(C)N1C[C@@H]([C@H](C1)C(O)=NC1=CC=C(C=C1F)N1C=CC=CC1=O)C(O)=NC1=CC=C(Cl)C=N1,0
CN1C=C(Cl)C(=N1)C(=O)N1CCN(CC(=O)C2=CC=C(F)C=C2)CC1,1
CC[NH+](CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,0
FC1=CC=C(OC2=C3C=CNC3=NC=N2)C=C1,1
FC(F)(F)C1CCN(CCN2CCN(C2=O)C2=CC(=CC=C2)C#N)CC1,1
[O-]C(=O)C1=CN(C2CC2)C2=C(C=C(F)C(N3C[C@@H]4[NH2+]CCO[C@H]4C3)=C2C#N)C1=O,1
CC1=C(CC2=CC=C3C=CC=CC3=N2)C2=CC(F)=CC=C2N1CC(O)=O,0
OC(=O)CN1C2=C(CN(CC2)C(=O)C2=C3C=CC=CC3=CC=C2)C2=CC(F)=CC=C12,0
FC1=CC=C(C=C1)C([NH+]1CC[NH+](C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,0
CCCCN(CC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
FC1=CC=C(NC(=O)C2=NNC=C2)N=C1,0
COC1=CN=C(OC)N2N=C(NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)N=C12,0
CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1,0
C[C@H](C([O-])=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,0
CN(C)C(=O)C1=CC=C(C=C1)N1N=C(C2=C1CCCC2)C(F)(F)F,0
FC1=CC(=CC=N1)C1=CC=C(OCC2=CC=CC=C2)C(=C1)C(=O)NC1=CC=CN=C1,0
C[NH+](C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,0
CC(=O)NCC1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,1
CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@H]2CCCCCCC([O-])=O)O1,0
COC1=CC=CC(C(O)C2CCN(CCC3=CC=C(F)C=C3)CC2)=C1OC,1
NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,1
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,0
OC[C@@H](O)CNC(=O)C1=C(NC2=C(F)C=C(I)C=C2)C=NC=C1,0
NC1=NC2=CC=C(F)C=C2S1,1
CC(C)C1=NN=C(C)N1C1C[C@@H]2CC[C@H](C1)[NH+]2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,1
CC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C([O-])=O)C(=NO1)C1=C(F)C=CC=C1Cl,0
CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=C(F)C=CC=C1Cl,0
CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,0
NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1
[O-][N+](=O)C1=C(NC2=NC=C(C=C2Cl)C(F)(F)F)C(=C(Cl)C(=C1)C(F)(F)F)[N+]([O-])=O,0
CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1,0
OP(O)(=O)OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,0
CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C4[C@@H]([NH3+])CCC5=C(C)C(F)=CC(N=C13)=C45)C2=O,0
OC(CCC1C(N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1,0
O[C@@H](C[NH2+]C[C@H](O)[C@@H]1CCC2=C(O1)C=CC(F)=C2)[C@H]1CCC2=C(O1)C=CC(F)=C2,0
NCCCC(N)(C(F)F)C(O)=O,1
CN1C(=O)C(=CC2=CN=C(NC3=CC=C(F)C=C3)N=C12)C1=C(Cl)C=CC=C1Cl,0
CC(C)S(=O)(=O)N[C@H]1CC2=CC=C(C=C2C1)C1=CC=C(F)C=N1,0
NS(=O)(=O)C1=CC=C(C=C1)N1N=C(CC1C1=CC=C(F)C=C1)C1=CC=C(Br)C=C1,0
CN1C(NC2=CC=C(C=C2)C(F)(F)F)=NC2=CC(OC3=CC=NC(=C3)C3=NC=C(N3)C(F)(F)F)=CC=C12,0
O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O,0
CN1C2=C(C=NN2C2=CC=C(F)C=C2F)C(NC2=CC(=CC=C2Cl)C(=O)NC2CC2)=CC1=O,0
CC(C)(NCCCC1=CC(=NC(=N1)C#N)C1=CC=CC(=C1)C(F)(F)F)C(N)=O,1
CC1=C(CC(O)=O)C2=CC=CN=C2N1S(=O)(=O)C1=CC=C(F)C(F)=C1,0
CN1C2=C(C=NN2C2=C(F)C=CC=C2F)C=C(C1=O)C1=CC(=CC=C1Cl)C(=O)NC1CC1,0
CN1C2=C(C=NN2C2=CC=C(F)C=C2F)C=C(C1=O)C1=CC(=CC=C1C)C(=O)NC1CC1,0
CC1=C(SC(=N1)C1=CC=CC(=C1)C(F)(F)F)C(O)=O,0
FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1,0
CN1C(C2=CC=C(Cl)C=C2)C2(CCN(CC2)C(=O)NC2=CC(F)=CC(F)=C2)C1=O,0
COC1=CN=C2C(NCC3=NN=C4C=CC(=NN34)C3=CC(F)=CC(F)=C3)=CC=NC2=C1,0
C[C@H]1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C([O-])=O,1
COC1=C(CNC2CCCNC2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1,0
COC1=C(OC)C(C[S@@](=O)C2=NC3=CC=C(OC(F)F)C=C3N2)=NC=C1,0
O[C@@H]([C@@H]1CCCCN1)C1=C2C=CC=C(C2=NC(=C1)C(F)(F)F)C(F)(F)F,0
[O-]C(=O)CCCCO\N=C(/C1=CN=CC=C1)C1=CC(=CC=C1)C(F)(F)F,0
CN(C1CC[NH+](C[C@H](O)COC2=CC(F)=C(F)C=C2)CC1)C1=NC2=C(S1)C=CC=C2,0
CCOC(=O)NC1=CC=C(NCC2=CC=C(F)C=C2)C=C1N,0
COC1=CC(\C=C2/SC(=O)NC2=O)=CC=C1OC1=CC=C(C=C1C(F)(F)F)C#N,0
CC1(C)CC2=C(C(=NN2C2=CC=C(C(O)=N)C(N[C@H]3CC[C@H](O)CC3)=C2)C(F)(F)F)C(=O)C1,0
FC1=CC=C(CNC(=O)CCS(=O)(=O)C2=CC=C(Br)C=C2)C=C1,0
FC1=CC=CC(F)=C1N1N=CC2=C(NC3=CC(=CC=C3Cl)C(=O)NC3CC3)N=NC=C12,0
CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1F,0
FC1=CC=C(OC2=C3C(Cl)=CC(Cl)=CC3=NC=C2)C=C1,0
CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,1
NC1C2CN(CC12)C1=C(F)C=C2C(=O)C(=CN(C3=CC=C(F)C=C3F)C2=N1)C(O)=O,0
C[C@H]1COC2=C(C(F)=CC3=C2N1C=C(C([O-])=O)C3=O)C1([NH3+])CC1,1
[O-]C(=O)C1=CN(C2=CC=C(F)C=C2)C2=C(C=C(F)C(=C2)N2CC[NH2+]CC2)C1=O,1
C[NH+]1CCN(CC1)C1=C(F)C2=C(C=C1F)C(=O)C(=CN2CCF)C([O-])=O,1
O[C@H]([C@H]1CCCC[NH2+]1)C1=C2C=CC=C(C2=NC(=C1)C(F)(F)F)C(F)(F)F,0
COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,0
FC(F)(F)[C@]1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1,0
NC1=C(F)C=NC(=O)N1,1
C[NH+](C)CCCN1C2=C(SC3=C1C=C(C=C3)C(F)(F)F)C=CC=C2,0
COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1,1
CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,0
CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)C1=NOC(C)=C1)C(C)C)CC1=CC=C(F)C=C1,0
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
COC(=O)C1=C(N=C(C(C2=NCCS2)=C1CC(C)C)C(F)(F)F)C(F)F,0
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(O1)C(=O)CO,0
CC(C)(O)C(=O)NC1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O,0
CSC(=O)C1=C(N=C(C(C(=O)SC)=C1CC(C)C)C(F)(F)F)C(F)F,0
FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,0
CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,0
COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,1
CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,1
CCN1C=C(C([O-])=O)C(=O)C2=CC(F)=C(N3CCN[C@H](C)C3)C(F)=C12,1
CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1,0
CC1=C(F)C(F)=C(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)C(F)=C1F,0
NC1=C(C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F,0
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0
COC1=CC=C(C=C1F)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)F,0
NC1CCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O,1
CO\N=C1/CN(CC1C[NH3+])C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C([O-])=O,1
NC1=C(F)C=C(F)C(=N1)N1C=C(C([O-])=O)C(=O)C2=C1C(Cl)=C(N1CC(O)C1)C(F)=C2,0
[O-][N+](=O)C1=CC=C(O1)C(=O)NC1=CC=CC(F)=C1,1
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0
[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1,0
COC1=CC=C(Cl)C=C1C1(F)C(=O)NC2=CC(=CC=C12)C(F)(F)F,0
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
CCOC(=O)C(C)OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,0
CC1(C)NC(=O)N(C1=O)C1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O,0
NC1=NC(CC2=CC=CC=C12)C1=CC=C(F)C=C1,1
FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1,0
FC1=CC=C(C=C1)C1CC[NH2+]CC1COC1=CC2=C(OCO2)C=C1,0
CN(C)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=CC=C(F)C=C23)=C1C,0
CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC=C2N=CN=C(NC3=CC=C(OCC4=CC=CC(F)=C4)C(Cl)=C3)C2=C1,0
CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,0
CN1C(=O)C(OC2=CC=C(F)C=C2F)=CC2=CN=C(NC(CCO)CCO)N=C12,1
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)CC2=CC=CC=C2)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=CC=C1,0
C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,1
COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,0
CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,1
[O-][N+]1=CC=CC=C1C(F)(F)CNC1=NC=C(Cl)N(CC(=O)NCC2=NC=CC=C2Cl)C1=O,1
[O-][N+]1=CC=CC=C1C(F)(F)CNC1=NC=C(Cl)N(CC(=O)NCC2=NC=CC=C2F)C1=O,1
OC(=O)C1=CN(CC2=CC=CC=C2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,1
FC1=CC=CN=C1CNC(=O)CN1C(Cl)=CN=C(NCC(F)(F)C2=CC=CC=N2)C1=O,1
FC(F)(F)C(F)(F)C(F)(F)F,0
COC1=CC=C(C=C1)N1C=C(C([O-])=O)C(=O)C2=C1C=C(N1CC[NH+](C)CC1)C(F)=C2,1
CC1CN(CC[NH2+]1)C1=CC2=C(C(C)=C1F)C(=O)C(=CN2C1CC1)C([O-])=O,1
CC[NH2+]C(C)CC1=CC=CC(=C1)C(F)(F)F,1
COC1C[NH+](CCCOC2=CC=C(F)C=C2)CCC1NC(=O)C1=C(OC)C=C(N)C(Cl)=C1,0
CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@@H]1NC(=O)C1=C(OC)C=C(N)C(Cl)=C1,0
CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0
OC(=O)C1=CC(=CC=C1NCC1CC1)C(F)(F)F,0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,0
CCC1=CN=C(NCC2=CC=C3CCCNC3=N2)C(=O)N1CC(=O)N[C@@H](CC(O)=O)C1=CC=CC(F)=C1,0
COC1=CC(=CC=C1F)N=C(O)C1=CC=CC=N1,0
FC(F)(F)COC1=CC=C(OCC(F)(F)F)C(=C1)C(=O)NCC1CCCCN1,1
FC(F)(F)COC1=CC(C(=O)NC[C@H]2CCCC[NH2+]2)=C(OCC(F)(F)F)C=C1,1
CN1C(CSCC(F)(F)F)NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S1(=O)=O,0
[O-][N+]1=CC(=CC=C1Cl)C(=O)NC1=CC=C(F)C=C1,1
NC1=NC(=O)N(C=C1F)[C@H]1C[C@H](O)[C@H](CO)O1,0
OC(C1=CC=C(C=C1)N(CC(F)(F)F)S(=O)(=O)C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,0
COC1=CC(=CC(OC)=C1OC)C(=O)\C=C\C1=CC=C(F)C=C1,0
C\C([O-])=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,0
NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,1
CC(C)(N)C(=O)N[C@H](COCC1=CC=C(F)C=C1F)C(=O)N1CCC2=NN(CC(F)(F)F)C(=O)[C@]2(CC2=CC=CC=N2)C1,1
[O-][N+](=O)C1=NN(CC(=O)NC2=NC(=CS2)C2=CC=C(F)C(F)=C2)C=N1,0
COC1=C2N=C(N=C(O)C2=CC=C1)C1=CC=C(C=C1)C(F)(F)F,0
NC(=O)CCCN\C(C1=CC=C(Cl)C=C1)=C1/C=C(F)C=CC1=O,0
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=CC(=C1)C(F)(F)F,0
CN(C1=CC=CC=C1)S(=O)(=O)C1=CC=C(NC(=O)C(C)(O)C(F)(F)F)C=C1,0
CC1=CC=CC=C1C(=O)NC1=CC=C(F)C=N1,1
CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C1OC(C)C(O)C1O,1
FC1=CC=C(C=C1)C1C(=O)C2=C(C=CC=C2)C1=O,0
CC1CN(CC(C)[NH2+]1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C([O-])=O,1
COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1C[C@@H]2CCCN[C@@H]2C1)C1CC1,1
COC1=CC=C(N2N=C(C=C2C(O)=NC2=CC=C(C=C2F)C2=CC=CC=C2S(C)(=O)=O)C(F)(F)F)C(CN)=C1,0
NCC1=CC=CC=C1N1N=C(C=C1C(O)=NC1=CC=C(C=C1F)C1=CC=CC=C1S(N)(=O)=O)C(F)(F)F,0
CC1=CC=CC(=C1)C1=NOC(=N1)C1CN(C(=O)C1)C1=CC=C(F)C=C1,0
FC(F)(F)C1=CC=C(NC(=O)NC2CCN(CC2)C(=O)C2CC2)C=C1,0
OC1=C2NC(=O)O[C@@](C#CC3CC3)(C2=CC(Cl)=C1)C(F)(F)F,0
